obligacion,valor pago,fecha,cod
1023457207,4091754,25/07/2020,recaudo
1023457208,5764618,24/07/2020,recaudo
1023457209,6620479,23/07/2020,recaudo
1023457210,6946668,22/07/2020,recaudo
1023457211,8589279,21/07/2020,recaudo
1023457212,8205644,16/09/2020,recaudo
1023457213,3420716,15/09/2020,recaudo
1023457214,3209533,14/09/2020,recaudo
1023457215,7121348,13/09/2020,recaudo
1023457216,6482989,12/09/2020,recaudo
1023457217,8188416,11/09/2020,recaudo
1023457218,1316987,10/09/2020,recaudo
1023457219,2361133,9/09/2020,recaudo
1023457220,3633473,8/09/2020,recaudo
1023457221,239200,7/09/2020,recaudo
1023457222,7133536,6/09/2020,recaudo
1023457223,6791941,5/09/2020,recaudo
1023457224,6717055,4/09/2020,recaudo
1023457225,9052074,3/09/2020,recaudo
1023457226,5503838,2/09/2020,recaudo
1023457227,582421,1/09/2020,recaudo
1023457228,774766,31/08/2020,recaudo
1023457229,7039621,30/08/2020,recaudo
1023457230,3128279,29/08/2020,recaudo
1023457231,9430101,28/08/2020,recaudo
1023457232,4399129,27/08/2020,recaudo
1023457233,6807595,26/08/2020,recaudo
1023457234,1370632,25/08/2020,recaudo
1023457235,3396995,24/08/2020,recaudo
1023457236,3299625,23/08/2020,recaudo
1023457237,6027466,22/08/2020,recaudo
1023457238,1566222,21/08/2020,recaudo
1023457239,823846,20/08/2020,recaudo
1023457240,6668050,19/08/2020,recaudo
1023457241,9363260,18/08/2020,recaudo
1023457242,472558,17/08/2020,recaudo
1023457243,4458587,16/08/2020,recaudo
1023457244,4519196,15/08/2020,recaudo
1023457245,1132,27/09/2020,recaudo
1023457246,306460,26/09/2020,recaudo
1023457247,6830964,25/09/2020,recaudo
1023457248,6094858,24/09/2020,recaudo
1023457249,4586954,23/09/2020,recaudo
1023457250,6361431,22/09/2020,recaudo
1023457251,8293032,21/09/2020,recaudo
1023457252,6261784,20/09/2020,recaudo
1023457253,8928333,19/09/2020,recaudo
1023457254,2016011,18/09/2020,recaudo
1023457255,7652981,17/09/2020,recaudo
1023457256,5740914,16/09/2020,recaudo
1023457257,314622,15/09/2020,recaudo
1023457258,8919262,14/09/2020,recaudo
1023457259,7136054,13/09/2020,recaudo
1023457260,1185284,12/09/2020,recaudo
1023457261,8340088,11/09/2020,recaudo
1023457262,848623,10/09/2020,recaudo
1023457263,9700244,9/09/2020,recaudo
1023457264,819973,8/09/2020,recaudo
1023457265,8988942,7/09/2020,recaudo
1023457266,6768475,6/09/2020,recaudo
1023457267,1935925,5/09/2020,recaudo
1023457268,2846966,4/09/2020,recaudo
1023457269,6524052,3/09/2020,recaudo
1023457270,4790460,2/09/2020,recaudo
1023457271,6107562,1/09/2020,recaudo
1023457272,3764448,31/08/2020,recaudo
1023457273,6315051,30/08/2020,recaudo
1023457274,1012706,29/08/2020,recaudo
1023457275,6071618,28/08/2020,recaudo
1023457276,1129115,27/08/2020,recaudo
1023457277,9380823,26/08/2020,recaudo
1023457278,7375555,25/08/2020,recaudo
1023457279,5133098,24/08/2020,recaudo
1023457280,6539532,23/08/2020,recaudo
1023457281,515246,22/08/2020,recaudo
1023457282,3756961,21/08/2020,recaudo
1023457283,322586,20/08/2020,recaudo
1023457284,8888906,19/08/2020,recaudo
1023457285,5199487,18/08/2020,recaudo
1023457286,5652421,17/08/2020,recaudo
1023457287,9913183,16/08/2020,recaudo
1023457288,3079879,15/08/2020,recaudo
1023457289,8880903,14/08/2020,recaudo
1023457290,9280849,13/08/2020,recaudo
1023457291,7119346,12/08/2020,recaudo
1023457292,8565850,11/08/2020,recaudo
1023457293,7396596,10/08/2020,recaudo
1023457294,5096422,9/08/2020,recaudo
1023457295,1161950,8/08/2020,recaudo
1023457296,639553,7/08/2020,recaudo
1023457297,1630980,6/08/2020,recaudo
1023457298,6654697,5/08/2020,recaudo
1023457299,697778,4/08/2020,recaudo
1023457300,1903402,3/08/2020,recaudo
1023457301,9261896,2/08/2020,recaudo
1023457302,6830470,1/08/2020,recaudo
1023457303,9131802,31/07/2020,recaudo
1023457304,5131768,30/07/2020,recaudo
1023457305,1161274,29/07/2020,recaudo
1023457306,2710246,28/07/2020,recaudo
1023457307,535560,27/07/2020,recaudo
1023457308,6678525,26/07/2020,recaudo
1023457309,6236641,25/07/2020,recaudo
1023457310,6049095,24/07/2020,recaudo
1023457311,9587331,23/07/2020,recaudo
1023457312,7693100,22/07/2020,recaudo
1023457313,2314483,21/07/2020,recaudo
1023457314,4346737,16/09/2020,recaudo
1023457315,8594502,15/09/2020,recaudo
1023457316,9683557,14/09/2020,recaudo
1023457317,7851043,13/09/2020,recaudo
1023457318,3004878,12/09/2020,recaudo
1023457319,7698667,11/09/2020,recaudo
1023457320,3631735,10/09/2020,recaudo
1023457321,525026,9/09/2020,recaudo
1023457322,8354159,8/09/2020,recaudo
1023457323,8965167,7/09/2020,recaudo
1023457324,1402394,6/09/2020,recaudo
1023457325,2943554,5/09/2020,recaudo
1023457326,5864655,4/09/2020,recaudo
1023457327,7610488,3/09/2020,recaudo
1023457328,5689547,2/09/2020,recaudo
1023457329,8376368,1/09/2020,recaudo
1023457330,4081440,31/08/2020,recaudo
1023457331,1445823,30/08/2020,recaudo
1023457332,8279584,29/08/2020,recaudo
1023457333,6307588,28/08/2020,recaudo
1023457334,1332361,27/08/2020,recaudo
1023457335,2545047,26/08/2020,recaudo
1023457336,9878642,25/08/2020,recaudo
1023457337,5820570,24/08/2020,recaudo
1023457338,6787824,23/08/2020,recaudo
1023457339,9197231,22/08/2020,recaudo
1023457340,8478931,21/08/2020,recaudo
1023457341,8368356,20/08/2020,recaudo
1023457342,770809,19/08/2020,recaudo
1023457343,1066066,18/08/2020,recaudo
1023457344,3063541,17/08/2020,recaudo
1023457345,3177126,16/08/2020,recaudo
1023457346,5188659,15/08/2020,recaudo
1023457347,1734460,27/09/2020,recaudo
1023457348,9117604,26/09/2020,recaudo
1023457349,8010130,25/09/2020,recaudo
1023457350,6901400,24/09/2020,recaudo
1023457351,253588,23/09/2020,recaudo
1023457352,6736125,22/09/2020,recaudo
1023457353,1239961,21/09/2020,recaudo
1023457354,1203367,20/09/2020,recaudo
1023457355,6826676,19/09/2020,recaudo
1023457356,2682890,18/09/2020,recaudo
1023457357,3216717,17/09/2020,recaudo
1023457358,5430206,16/09/2020,recaudo
1023457359,6008732,15/09/2020,recaudo
1023457360,1770123,14/09/2020,recaudo
1023457361,3513868,13/09/2020,recaudo
1023457362,9404305,12/09/2020,recaudo
1023457363,882075,11/09/2020,recaudo
1023457364,9756081,10/09/2020,recaudo
1023457365,705495,9/09/2020,recaudo
1023457366,7948047,8/09/2020,recaudo
1023457367,2715110,7/09/2020,recaudo
1023457368,1260525,6/09/2020,recaudo
1023457369,4619350,5/09/2020,recaudo
1023457370,7398321,4/09/2020,recaudo
1023457371,6540530,3/09/2020,recaudo
1023457372,9730797,2/09/2020,recaudo
1023457373,7485681,1/09/2020,recaudo
1023457374,5209169,31/08/2020,recaudo
1023457375,2018583,30/08/2020,recaudo
1023457376,7431287,29/08/2020,recaudo
1023457377,2832092,28/08/2020,recaudo
1023457378,1430601,27/08/2020,recaudo
1023457379,6891534,26/08/2020,recaudo
1023457380,7391622,25/08/2020,recaudo
1023457381,2761819,24/08/2020,recaudo
1023457382,7195960,23/08/2020,recaudo
1023457383,1203477,22/08/2020,recaudo
1023457384,9367687,21/08/2020,recaudo
1023457385,3561521,20/08/2020,recaudo
1023457386,2315437,19/08/2020,recaudo
1023457387,8342681,18/08/2020,recaudo
1023457388,3392777,17/08/2020,recaudo
1023457389,8057199,16/08/2020,recaudo
1023457390,7608786,15/08/2020,recaudo
1023457391,8427612,14/08/2020,recaudo
1023457392,6273289,13/08/2020,recaudo
1023457393,2747924,12/08/2020,recaudo
1023457394,7168365,11/08/2020,recaudo
1023457395,8075778,10/08/2020,recaudo
1023457396,270332,9/08/2020,recaudo
1023457397,6010234,8/08/2020,recaudo
1023457398,6351217,7/08/2020,recaudo
1023457399,3918455,6/08/2020,recaudo
1023457400,2194720,5/08/2020,recaudo
1023457401,7583735,4/08/2020,recaudo
1023457402,3084590,3/08/2020,recaudo
1023457403,3657712,2/08/2020,recaudo
1023457404,8460016,1/08/2020,recaudo
1023457405,7641075,31/07/2020,recaudo
1023457406,7074195,30/07/2020,recaudo
1023457407,5467643,29/07/2020,recaudo
1023457408,9389892,28/07/2020,recaudo
1023457409,2110361,27/07/2020,recaudo
1023457410,634976,26/07/2020,recaudo
1023457411,8254117,25/07/2020,recaudo
1023457412,8706095,24/07/2020,recaudo
1023457413,999513,23/07/2020,recaudo
1023457414,906375,22/07/2020,recaudo
1023457415,3896978,21/07/2020,recaudo
1023457416,2142423,16/09/2020,recaudo
1023457417,2829645,15/09/2020,recaudo
1023457418,8741709,14/09/2020,recaudo
1023457419,7285212,13/09/2020,recaudo
1023457420,8559081,12/09/2020,recaudo
1023457421,9828991,11/09/2020,recaudo
1023457422,8004334,10/09/2020,recaudo
1023457423,8548176,9/09/2020,recaudo
1023457424,2909797,8/09/2020,recaudo
1023457425,8187987,7/09/2020,recaudo
1023457426,7334217,6/09/2020,recaudo
1023457427,467826,5/09/2020,recaudo
1023457428,8239273,4/09/2020,recaudo
1023457429,8389263,3/09/2020,recaudo
1023457430,6673884,2/09/2020,recaudo
1023457431,5078609,1/09/2020,recaudo
1023457432,1087390,31/08/2020,recaudo
1023457433,5026820,30/08/2020,recaudo
1023457434,1336614,29/08/2020,recaudo
1023457435,1004810,28/08/2020,recaudo
1023457436,2581281,27/08/2020,recaudo
1023457437,7183213,26/08/2020,recaudo
1023457438,59816,25/08/2020,recaudo
1023457439,3942634,24/08/2020,recaudo
1023457440,5107306,23/08/2020,recaudo
1023457441,9289284,22/08/2020,recaudo
1023457442,2276069,21/08/2020,recaudo
1023457443,1107084,20/08/2020,recaudo
1023457444,6636795,19/08/2020,recaudo
1023457445,9031729,18/08/2020,recaudo
1023457446,6886377,17/08/2020,recaudo
1023457447,750282,16/08/2020,recaudo
1023457448,718875,15/08/2020,recaudo
1023457449,7236858,27/09/2020,recaudo
1023457450,8411925,26/09/2020,recaudo
1023457451,5344880,25/09/2020,recaudo
1023457452,932225,24/09/2020,recaudo
1023457453,5554595,23/09/2020,recaudo
1023457454,5133502,22/09/2020,recaudo
1023457455,2720624,21/09/2020,recaudo
1023457456,444112,20/09/2020,recaudo
1023457457,8140203,19/09/2020,recaudo
1023457458,9084273,18/09/2020,recaudo
1023457459,6102312,17/09/2020,recaudo
1023457460,2717573,16/09/2020,recaudo
1023457461,7544324,15/09/2020,recaudo
1023457462,373761,14/09/2020,recaudo
1023457463,6611679,13/09/2020,recaudo
1023457464,9753381,12/09/2020,recaudo
1023457465,817118,11/09/2020,recaudo
1023457466,9838634,10/09/2020,recaudo
1023457467,7849312,9/09/2020,recaudo
1023457468,2012642,8/09/2020,recaudo
1023457469,6298315,7/09/2020,recaudo
1023457470,5629474,6/09/2020,recaudo
1023457471,6909289,5/09/2020,recaudo
1023457472,5383864,4/09/2020,recaudo
1023457473,8457536,3/09/2020,recaudo
1023457474,649102,2/09/2020,recaudo
1023457475,3275663,1/09/2020,recaudo
1023457476,8595757,31/08/2020,recaudo
1023457477,6712219,30/08/2020,recaudo
1023457478,5450701,29/08/2020,recaudo
1023457479,8791350,28/08/2020,recaudo
1023457480,20158,27/08/2020,recaudo
1023457481,5847592,26/08/2020,recaudo
1023457482,2136007,25/08/2020,recaudo
1023457483,8250508,24/08/2020,recaudo
1023457484,6033382,23/08/2020,recaudo
1023457485,9407175,22/08/2020,recaudo
1023457486,5674455,21/08/2020,recaudo
1023457487,5771863,20/08/2020,recaudo
1023457488,3767556,19/08/2020,recaudo
1023457489,1502265,18/08/2020,recaudo
1023457490,5646889,17/08/2020,recaudo
1023457491,7910274,16/08/2020,recaudo
1023457492,3989994,15/08/2020,recaudo
1023457493,4395825,14/08/2020,recaudo
1023457494,3240740,13/08/2020,recaudo
1023457495,6729909,12/08/2020,recaudo
1023457496,7496562,11/08/2020,recaudo
1023457497,2497813,10/08/2020,recaudo
1023457498,3495024,9/08/2020,recaudo
1023457499,7014888,8/08/2020,recaudo
1023457500,4022005,7/08/2020,recaudo
1023457501,6370077,6/08/2020,recaudo
1023457502,2729965,5/08/2020,recaudo
1023457503,717810,4/08/2020,recaudo
1023457504,9954216,3/08/2020,recaudo
1023457505,4955691,2/08/2020,recaudo
1023457506,7064662,1/08/2020,recaudo
1023457507,106141,31/07/2020,recaudo
1023457508,425010,30/07/2020,recaudo
1023457509,2002939,29/07/2020,recaudo
1023457510,2506399,28/07/2020,recaudo
1023457511,9653648,27/07/2020,recaudo
1023457512,7873221,26/07/2020,recaudo
1023457513,6882461,25/07/2020,recaudo
1023457514,4257484,24/07/2020,recaudo
1023457515,5554097,23/07/2020,recaudo
1023457516,1216488,22/07/2020,recaudo
1023457517,8515788,21/07/2020,recaudo
1023457518,1409423,16/09/2020,recaudo
1023457519,8304754,15/09/2020,recaudo
1023457520,3653837,14/09/2020,recaudo
1023457521,3157661,13/09/2020,recaudo
1023457522,4103775,12/09/2020,recaudo
1023457523,4527855,11/09/2020,recaudo
1023457524,8292704,10/09/2020,recaudo
1023457525,6344363,9/09/2020,recaudo
1023457526,1420085,8/09/2020,recaudo
1023457527,1453883,7/09/2020,recaudo
1023457528,5098931,6/09/2020,recaudo
1023457529,2866064,5/09/2020,recaudo
1023457530,3677885,4/09/2020,recaudo
1023457531,3760929,3/09/2020,recaudo
1023457532,5837853,2/09/2020,recaudo
1023457533,9226906,1/09/2020,recaudo
1023457534,2351750,31/08/2020,recaudo
1023457535,1919606,30/08/2020,recaudo
1023457536,2095243,29/08/2020,recaudo
1023457537,24028,28/08/2020,recaudo
1023457538,7484631,27/08/2020,recaudo
1023457539,2376424,26/08/2020,recaudo
1023457540,439685,25/08/2020,recaudo
1023457541,4481231,24/08/2020,recaudo
1023457542,5950605,23/08/2020,recaudo
1023457543,9864850,22/08/2020,recaudo
1023457544,725481,21/08/2020,recaudo
1023457545,159174,20/08/2020,recaudo
1023457546,2377442,19/08/2020,recaudo
1023457547,1355189,18/08/2020,recaudo
1023457548,869095,17/08/2020,recaudo
1023457549,6754033,16/08/2020,recaudo
1023457550,7408992,15/08/2020,recaudo
1023457551,4956333,27/09/2020,recaudo
1023457552,4811310,26/09/2020,recaudo
1023457553,4411509,25/09/2020,recaudo
1023457554,2766697,24/09/2020,recaudo
1023457555,7481743,23/09/2020,recaudo
1023457556,1991885,22/09/2020,recaudo
1023457557,6932365,21/09/2020,recaudo
1023457558,3175567,20/09/2020,recaudo
1023457559,5762420,19/09/2020,recaudo
1023457560,7436095,18/09/2020,recaudo
1023457561,6920048,17/09/2020,recaudo
1023457562,459349,16/09/2020,recaudo
1023457563,4024599,15/09/2020,recaudo
1023457564,8064886,14/09/2020,recaudo
1023457565,7414940,13/09/2020,recaudo
1023457566,2691628,12/09/2020,recaudo
1023457567,9233094,11/09/2020,recaudo
1023457568,3231116,10/09/2020,recaudo
1023457569,1651079,9/09/2020,recaudo
1023457570,2781866,8/09/2020,recaudo
1023457571,6730283,7/09/2020,recaudo
1023457572,9561400,6/09/2020,recaudo
1023457573,7275564,5/09/2020,recaudo
1023457574,3949492,4/09/2020,recaudo
1023457575,5232004,3/09/2020,recaudo
1023457576,6486369,2/09/2020,recaudo
1023457577,814294,1/09/2020,recaudo
1023457578,7417667,31/08/2020,recaudo
1023457579,6284034,30/08/2020,recaudo
1023457580,2404979,29/08/2020,recaudo
1023457581,6688459,28/08/2020,recaudo
1023457582,6819689,27/08/2020,recaudo
1023457583,9586058,26/08/2020,recaudo
1023457584,3269276,25/08/2020,recaudo
1023457585,4185600,24/08/2020,recaudo
1023457586,9819857,23/08/2020,recaudo
1023457587,9357642,22/08/2020,recaudo
1023457588,8600410,21/08/2020,recaudo
1023457589,9013956,20/08/2020,recaudo
1023457590,1045207,19/08/2020,recaudo
1023457591,4878078,18/08/2020,recaudo
1023457592,7079167,17/08/2020,recaudo
1023457593,2252913,16/08/2020,recaudo
1023457594,5207066,15/08/2020,recaudo
1023457595,7740057,14/08/2020,recaudo
1023457596,2880461,13/08/2020,recaudo
1023457597,6641685,12/08/2020,recaudo
1023457598,676370,11/08/2020,recaudo
1023457599,606697,10/08/2020,recaudo
1023457600,2186868,9/08/2020,recaudo
1023457601,1999709,8/08/2020,recaudo
1023457602,660832,7/08/2020,recaudo
1023457603,9478135,6/08/2020,recaudo
1023457604,4195950,5/08/2020,recaudo
1023457605,1647684,4/08/2020,recaudo
1023457606,9668192,3/08/2020,recaudo
1023457607,5295322,2/08/2020,recaudo
1023457608,2093358,1/08/2020,recaudo
1023457609,1450869,31/07/2020,recaudo
1023457610,2313001,30/07/2020,recaudo
1023457611,5153304,29/07/2020,recaudo
1023457612,2523092,28/07/2020,recaudo
1023457613,6723757,27/07/2020,recaudo
1023457614,2306052,26/07/2020,recaudo
1023457615,793614,25/07/2020,recaudo
1023457616,8774817,24/07/2020,recaudo
1023457617,2486601,23/07/2020,recaudo
1023457618,4147692,22/07/2020,recaudo
1023457619,3058680,21/07/2020,recaudo
1023457620,4788880,16/09/2020,recaudo
1023457621,9109523,15/09/2020,recaudo
1023457622,1523660,14/09/2020,recaudo
1023457623,9682543,13/09/2020,recaudo
1023457624,833534,12/09/2020,recaudo
1023457625,4538668,11/09/2020,recaudo
1023457626,7035506,10/09/2020,recaudo
1023457627,4590063,9/09/2020,recaudo
1023457628,7573301,8/09/2020,recaudo
1023457629,4286844,7/09/2020,recaudo
1023457630,6497429,6/09/2020,recaudo
1023457631,1459876,5/09/2020,recaudo
1023457632,7731754,4/09/2020,recaudo
1023457633,5060896,3/09/2020,recaudo
1023457634,937009,2/09/2020,recaudo
1023457635,2865720,1/09/2020,recaudo
1023457636,1916770,31/08/2020,recaudo
1023457637,1988657,30/08/2020,recaudo
1023457638,9527431,29/08/2020,recaudo
1023457639,7177683,28/08/2020,recaudo
1023457640,6577002,27/08/2020,recaudo
1023457641,2931149,26/08/2020,recaudo
1023457642,6354679,25/08/2020,recaudo
1023457643,2973884,24/08/2020,recaudo
1023457644,2165829,23/08/2020,recaudo
1023457645,6069740,22/08/2020,recaudo
1023457646,5692114,21/08/2020,recaudo
1023457647,1159267,20/08/2020,recaudo
1023457648,2498023,19/08/2020,recaudo
1023457649,1657564,18/08/2020,recaudo
1023457650,6527080,17/08/2020,recaudo
1023457651,8269965,16/08/2020,recaudo
1023457652,6432893,15/08/2020,recaudo
1023457653,5155622,27/09/2020,recaudo
1023457654,1982869,26/09/2020,recaudo
1023457655,9734104,25/09/2020,recaudo
1023457656,9306682,24/09/2020,recaudo
1023457657,9615073,23/09/2020,recaudo
1023457658,9126541,22/09/2020,recaudo
1023457659,7753428,21/09/2020,recaudo
1023457660,9606459,20/09/2020,recaudo
1023457661,2925973,19/09/2020,recaudo
1023457662,1030717,18/09/2020,recaudo
1023457663,2861447,17/09/2020,recaudo
1023457664,5861631,16/09/2020,recaudo
1023457665,3727293,15/09/2020,recaudo
1023457666,4749088,14/09/2020,recaudo
1023457667,8343181,13/09/2020,recaudo
1023457668,7803215,12/09/2020,recaudo
1023457669,1024759,11/09/2020,recaudo
1023457670,4326045,10/09/2020,recaudo
1023457671,5140515,9/09/2020,recaudo
1023457672,2222942,8/09/2020,recaudo
1023457673,9959425,7/09/2020,recaudo
1023457674,1169153,6/09/2020,recaudo
1023457675,1813566,5/09/2020,recaudo
1023457676,1623258,4/09/2020,recaudo
1023457677,7473207,3/09/2020,recaudo
1023457678,8761754,2/09/2020,recaudo
1023457679,929855,1/09/2020,recaudo
1023457680,4591636,31/08/2020,recaudo
1023457681,8012366,30/08/2020,recaudo
1023457682,5257139,29/08/2020,recaudo
1023457683,1594929,28/08/2020,recaudo
1023457684,8309147,27/08/2020,recaudo
1023457685,220342,26/08/2020,recaudo
1023457686,3176955,25/08/2020,recaudo
1023457687,9671358,24/08/2020,recaudo
1023457688,4328054,23/08/2020,recaudo
1023457689,8714745,22/08/2020,recaudo
1023457690,4512682,21/08/2020,recaudo
1023457691,8094316,20/08/2020,recaudo
1023457692,5210694,19/08/2020,recaudo
1023457693,2534884,18/08/2020,recaudo
1023457694,4985780,17/08/2020,recaudo
1023457695,3261338,16/08/2020,recaudo
1023457696,8243482,15/08/2020,recaudo
1023457697,2503517,14/08/2020,recaudo
1023457698,7740705,13/08/2020,recaudo
1023457699,4722449,12/08/2020,recaudo
1023457700,8762653,11/08/2020,recaudo
1023457701,1958694,10/08/2020,recaudo
1023457702,1865576,9/08/2020,recaudo
1023457703,4412459,8/08/2020,recaudo
1023457704,4225025,7/08/2020,recaudo
1023457705,9997717,6/08/2020,recaudo
1023457706,7565542,5/08/2020,recaudo
1023457707,9401690,4/08/2020,recaudo
1023457708,9916099,3/08/2020,recaudo
1023457709,1005016,2/08/2020,recaudo
1023457710,7463281,1/08/2020,recaudo
1023457711,5310711,31/07/2020,recaudo
1023457712,7316858,30/07/2020,recaudo
1023457713,137564,29/07/2020,recaudo
1023457714,7622869,28/07/2020,recaudo
1023457715,5802947,27/07/2020,recaudo
1023457716,1210880,26/07/2020,recaudo
1023457717,9360353,25/07/2020,recaudo
1023457718,603649,24/07/2020,recaudo
1023457719,1502914,23/07/2020,recaudo
1023457720,7795787,22/07/2020,recaudo
1023457721,768452,21/07/2020,recaudo
1023457722,4545030,16/09/2020,recaudo
1023457723,9176380,15/09/2020,recaudo
1023457724,5575522,14/09/2020,recaudo
1023457725,6079810,13/09/2020,recaudo
1023457726,4114765,12/09/2020,recaudo
1023457727,7332083,11/09/2020,recaudo
1023457728,5397892,10/09/2020,recaudo
1023457729,5221026,9/09/2020,recaudo
1023457730,2187997,8/09/2020,recaudo
1023457731,2769814,7/09/2020,recaudo
1023457732,7621861,6/09/2020,recaudo
1023457733,1784288,5/09/2020,recaudo
1023457734,647147,4/09/2020,recaudo
1023457735,4827069,3/09/2020,recaudo
1023457736,793997,2/09/2020,recaudo
1023457737,3804867,1/09/2020,recaudo
1023457738,4223135,31/08/2020,recaudo
1023457739,1609183,30/08/2020,recaudo
1023457740,7656087,29/08/2020,recaudo
1023457741,7075591,28/08/2020,recaudo
1023457742,1604361,27/08/2020,recaudo
1023457743,5049677,26/08/2020,recaudo
1023457744,3665806,25/08/2020,recaudo
1023457745,7634544,24/08/2020,recaudo
1023457746,3700197,23/08/2020,recaudo
1023457747,8044183,22/08/2020,recaudo
1023457748,3043402,21/08/2020,recaudo
1023457749,9712746,20/08/2020,recaudo
1023457750,7165993,19/08/2020,recaudo
1023457751,6286323,18/08/2020,recaudo
1023457752,8719694,17/08/2020,recaudo
1023457753,1266999,16/08/2020,recaudo
1023457754,6642482,15/08/2020,recaudo
1023457755,1108311,27/09/2020,recaudo
1023457756,6323853,26/09/2020,recaudo
1023457757,5154294,25/09/2020,recaudo
1023457758,6533053,24/09/2020,recaudo
1023457759,1556168,23/09/2020,recaudo
1023457760,4806038,22/09/2020,recaudo
1023457761,5701078,21/09/2020,recaudo
1023457762,14655,20/09/2020,recaudo
1023457763,6444840,19/09/2020,recaudo
1023457764,2610819,18/09/2020,recaudo
1023457765,5418735,17/09/2020,recaudo
1023457766,2766297,16/09/2020,recaudo
1023457767,1426612,15/09/2020,recaudo
1023457768,8003638,14/09/2020,recaudo
1023457769,4139274,13/09/2020,recaudo
1023457770,9724706,12/09/2020,recaudo
1023457771,6509626,11/09/2020,recaudo
1023457772,4776908,10/09/2020,recaudo
1023457773,5054828,9/09/2020,recaudo
1023457774,3659199,8/09/2020,recaudo
1023457775,9378574,7/09/2020,recaudo
1023457776,6997092,6/09/2020,recaudo
1023457777,5230015,5/09/2020,recaudo
1023457778,2647641,4/09/2020,recaudo
1023457779,1456581,3/09/2020,recaudo
1023457780,7208341,2/09/2020,recaudo
1023457781,7654890,1/09/2020,recaudo
1023457782,9145249,31/08/2020,recaudo
1023457783,5647691,30/08/2020,recaudo
1023457784,7846295,29/08/2020,recaudo
1023457785,4925530,28/08/2020,recaudo
1023457786,8170488,27/08/2020,recaudo
1023457787,5819572,26/08/2020,recaudo
1023457788,7250784,25/08/2020,recaudo
1023457789,7261600,24/08/2020,recaudo
1023457790,3477900,23/08/2020,recaudo
1023457791,7338453,22/08/2020,recaudo
1023457792,1696697,21/08/2020,recaudo
1023457793,9467396,20/08/2020,recaudo
1023457794,1175265,19/08/2020,recaudo
1023457795,5611689,18/08/2020,recaudo
1023457796,5967602,17/08/2020,recaudo
1023457797,7821915,16/08/2020,recaudo
1023457798,6756022,15/08/2020,recaudo
1023457799,7143591,14/08/2020,recaudo
1023457800,6854802,13/08/2020,recaudo
1023457801,1323274,12/08/2020,recaudo
1023457802,6464677,11/08/2020,recaudo
1023457803,6297748,10/08/2020,recaudo
1023457804,5010898,9/08/2020,recaudo
1023457805,6682120,8/08/2020,recaudo
1023457806,6728123,7/08/2020,recaudo
1023457807,6796521,6/08/2020,recaudo
1023457808,2944997,5/08/2020,recaudo
1023457809,6673450,4/08/2020,recaudo
1023457810,8890024,3/08/2020,recaudo
1023457811,2850889,2/08/2020,recaudo
1023457812,4162412,1/08/2020,recaudo
1023457813,8617207,31/07/2020,recaudo
1023457814,6648102,30/07/2020,recaudo
1023457815,1198775,29/07/2020,recaudo
1023457816,1886010,28/07/2020,recaudo
1023457817,1652959,27/07/2020,recaudo
1023457818,5250057,26/07/2020,recaudo
1023457819,4924253,25/07/2020,recaudo
1023457820,9530971,24/07/2020,recaudo
1023457821,1203313,23/07/2020,recaudo
1023457822,8693526,22/07/2020,recaudo
1023457823,5244483,21/07/2020,recaudo
1023457824,3213468,16/09/2020,recaudo
1023457825,3800508,15/09/2020,recaudo
1023457826,4276981,14/09/2020,recaudo
1023457827,68599,13/09/2020,recaudo
1023457828,739233,12/09/2020,recaudo
1023457829,3597303,11/09/2020,recaudo
1023457830,6514715,10/09/2020,recaudo
1023457831,1127581,9/09/2020,recaudo
1023457832,2527873,8/09/2020,recaudo
1023457833,6372152,7/09/2020,recaudo
1023457834,9590043,6/09/2020,recaudo
1023457835,7430492,5/09/2020,recaudo
1023457836,300512,4/09/2020,recaudo
1023457837,1994292,3/09/2020,recaudo
1023457838,9361068,2/09/2020,recaudo
1023457839,3778296,1/09/2020,recaudo
1023457840,3961722,31/08/2020,recaudo
1023457841,6113124,30/08/2020,recaudo
1023457842,8216091,29/08/2020,recaudo
1023457843,1696861,28/08/2020,recaudo
1023457844,7464260,27/08/2020,recaudo
1023457845,8157179,26/08/2020,recaudo
1023457846,5589587,25/08/2020,recaudo
1023457847,8585083,24/08/2020,recaudo
1023457848,4199564,23/08/2020,recaudo
1023457849,6300221,22/08/2020,recaudo
1023457850,4204143,21/08/2020,recaudo
1023457851,3131164,20/08/2020,recaudo
1023457852,9739044,19/08/2020,recaudo
1023457853,3906863,18/08/2020,recaudo
1023457854,3311119,17/08/2020,recaudo
1023457855,4397387,16/08/2020,recaudo
1023457856,4601914,15/08/2020,recaudo
1023457857,9791268,27/09/2020,recaudo
1023457858,4267788,26/09/2020,recaudo
1023457859,8948517,25/09/2020,recaudo
1023457860,5620564,24/09/2020,recaudo
1023457861,1689125,23/09/2020,recaudo
1023457862,8689397,22/09/2020,recaudo
1023457863,8419861,21/09/2020,recaudo
1023457864,7179940,20/09/2020,recaudo
1023457865,9579779,19/09/2020,recaudo
1023457866,5425577,18/09/2020,recaudo
1023457867,9350641,17/09/2020,recaudo
1023457868,2337938,16/09/2020,recaudo
1023457869,9852506,15/09/2020,recaudo
1023457870,2018890,14/09/2020,recaudo
1023457871,878631,13/09/2020,recaudo
1023457872,9961931,12/09/2020,recaudo
1023457873,3352402,11/09/2020,recaudo
1023457874,7804460,10/09/2020,recaudo
